ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta,CAR
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,5211.0,333.14,1735992.54,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,6219.0,333.99,2077083.81,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,4257.0,334.91,1425711.87,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,100.0,329.72,32972.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,700.0,331.99,232393.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1750.0,333.0,582750.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,2400.0,333.82,801168.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,2178.0,334.8,729194.4,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,47.0,335.41,15764.27,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,104.0,330.91,34414.64,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,400.0,332.33,132932.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1000.0,333.41,333410.0,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1144.0,334.35,382496.4,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,257.0,335.03,86102.70999999999,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,208.0,329.86,68610.88,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,424.0,330.84,140276.16,0.0042589888142651,1.8559383913199892,-0.08806119343672042
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1101.0,330.02,363352.02,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1100.0,331.22,364342.00000000006,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,987.0,332.24,327920.88,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1092.0,333.27,363930.84,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,593.0,334.14,198145.02,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,200.0,327.26,65452.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,501.0,328.6,164628.6,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,400.0,329.62,131848.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,450.0,330.47,148711.5,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,450.0,331.53,149188.5,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,485.0,332.92,161466.2,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,369.0,333.81,123175.89,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,50.0,334.37,16718.5,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,909.0,327.28,297497.52,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,2376.0,328.41,780302.16,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,3899.0,329.58,1285032.42,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1996.0,330.5,659678.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,3013.0,331.51,998839.63,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,2165.0,332.53,719927.45,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,2555.0,333.44,851939.2,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1016.0,334.19,339537.04,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,200.0,326.82,65364.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,700.0,327.93,229551.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1402.0,329.12,461426.24,0.0041561154053335,1.8530854402702497,-0.06259503207699928
AAPL,Adams Katherine L.,Officer,2023-11-17,S,123448.0,188.79,23305747.92,0.000313547580385,1.2654601845171007,-0.020148433781059606
V,Taneja Rajat,Officer,2023-11-17,S,9200.0,250.01,2300092.0,0.0002133856081975,0.8197652045212176,0.010620253459041258
META,Olivan Javier,Officer,2023-11-15,S,7634.0,336.31,2567390.54,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Clegg Nicholas,Officer,2023-11-15,S,2145.0,336.31,721384.95,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Clegg Nicholas,Officer,2023-11-16,S,7276.0,329.1,2394531.6,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Bosworth Andrew,Officer,2023-11-15,S,8031.0,336.31,2700905.61,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Bosworth Andrew,Officer,2023-11-16,S,1923.0,328.97,632609.31,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Bosworth Andrew,Officer,2023-11-16,S,4276.0,327.29,1399492.04,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,Bosworth Andrew,Officer,2023-11-16,S,4724.0,328.05,1549708.2,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,LI SUSAN J,Officer,2023-11-15,S,5292.0,336.31,1779752.52,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,LI SUSAN J,Officer,2023-11-16,S,17660.0,329.1,5811906.0,0.0041561154053335,1.8530854402702497,-0.06259503207699928
META,LI SUSAN J,Officer,2023-11-15,S,5350.0,336.31,1799258.5,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Newstead Jennifer,Officer,2023-11-16,S,566.0,329.1,186270.6,0.0041561154053335,1.8530854402702497,-0.06259503207699928
HD,Scardino Kimberly R,Officer,2023-11-15,S,1375.0,306.51,421451.25,-0.0004094632498769,0.9848777489877772,0.014836709407724427
AMZN,Selipsky Adam,Officer,2023-11-15,S,1661.0,145.43,241559.23,0.0008309159864467,1.570172989205232,-0.0435572948861977
AMZN,Selipsky Adam,Officer,2023-11-15,S,3947.0,143.61,566828.67,0.0008309159864467,1.570172989205232,-0.0435572948861977
AMZN,Selipsky Adam,Officer,2023-11-16,S,500.0,140.96,70480.0,0.0008286172600578,1.567781247201809,-0.038176899291036424
AMZN,Selipsky Adam,Officer,2023-11-15,S,919.0,146.87,134973.53,0.0008309159864467,1.570172989205232,-0.0435572948861977
AMZN,Selipsky Adam,Officer,2023-11-15,S,4229.0,144.69,611894.01,0.0008309159864467,1.570172989205232,-0.0435572948861977
AMZN,Herrington Douglas J,Officer,2023-11-15,S,3864.0,147.06,568239.84,0.0008309159864467,1.570172989205232,-0.0435572948861977
AMZN,Huttenlocher Daniel P,Director,2023-11-17,S,1237.0,142.83,176680.71000000002,0.0009031373644284,1.5617376993637906,-0.031165431412904405
PG,Keith R. Alexandra,Officer,2023-11-14,S,19661.0,153.47,3017373.67,0.0001258220389429,0.4159996922960132,-0.026273713214071077
PG,Keith R. Alexandra,Officer,2023-11-14,S,4122.0,153.47,632603.34,0.0001258220389429,0.4159996922960132,-0.026273713214071077
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,6525.0,332.96,2172564.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1903.0,332.27,632309.8099999999,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,3753.0,335.05,1257442.65,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1100.0,336.1,369710.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,800.0,336.97,269576.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,100.0,338.25,33825.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,300.0,330.53,99159.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1415.0,332.48,470459.2,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,2320.0,333.2,773024.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1338.0,334.31,447306.78,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1202.0,335.31,403042.62,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,600.0,336.63,201978.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,100.0,331.05,33105.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,1117.0,332.75,371681.75,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,612.0,333.77,204267.24,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,476.0,334.64,159288.63999999998,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,400.0,335.55,134220.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,200.0,336.75,67350.0,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,522.0,330.58,172562.75999999998,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-15,S,3226.0,334.03,1077580.78,0.0040738587639271,1.863188093134965,-0.05029613224098353
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,893.0,336.54,300530.22000000003,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,2143.0,334.18,716147.74,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,6523.0,334.94,2184813.62,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,5318.0,336.01,1786901.18,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,3845.0,336.87,1295265.15,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,100.0,337.82,33782.0,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,150.0,337.17,50575.5,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,2094.0,334.47,700380.18,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,1951.0,335.24,654053.24,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,2530.0,336.39,851066.7,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,600.0,337.13,202278.0,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,955.0,334.6,319543.0,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-14,S,907.0,335.49,304289.43,0.0041109861431645,1.8670569386439968,-0.052400915251825775
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1159.0,326.61,378540.99,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1000.0,327.54,327540.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1000.0,328.5,328500.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,3456.0,329.72,1139512.32,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,8613.0,330.6,2847457.8000000003,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,2701.0,331.66,895813.66,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,300.0,326.17,97851.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,600.0,327.55,196530.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,300.0,328.49,98547.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1509.0,329.73,497562.57,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,3375.0,330.61,1115808.75,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1091.0,331.69,361873.79,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,150.0,326.42,48963.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,300.0,327.89,98367.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,426.0,329.41,140328.66,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,1428.0,330.46,471896.88,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,551.0,331.39,182595.89,0.0042088601883574,1.8567675724312744,-0.04747387572009572
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-13,S,50.0,332.06,16603.0,0.0042088601883574,1.8567675724312744,-0.04747387572009572
AAPL,KONDO CHRIS,Officer,2023-11-10,S,4806.0,184.04,884496.24,0.0003061304908182,1.2746384448369577,0.00752151783943157
MSFT,Althoff Judson,Officer,2023-11-13,S,11500.0,367.38,4224870.0,0.0009018462648801,1.3182566052515834,0.004215346059950701
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,150.0,324.02,48603.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,250.0,324.68,81170.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,700.0,326.57,228599.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1031.0,327.41,337559.71,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,225.0,328.57,73928.25,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,7356.0,327.21,2406956.76,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,2406.0,326.36,785222.16,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,800.0,324.48,259584.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,100.0,324.66,32466.000000000004,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,135.0,328.78,44385.3,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,2181.0,328.26,715935.0599999999,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,500.0,323.9,161950.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,300.0,320.04,96012.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,900.0,321.44,289296.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1971.0,322.54,635726.3400000001,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1880.0,323.48,608142.4,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1000.0,322.73,322730.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,500.0,321.65,160825.0,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,100.0,319.72,31972.000000000004,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,272.0,322.96,87845.12,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,377.0,322.03,121405.30999999998,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,50.0,320.31,16015.5,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1055.0,328.26,346314.3,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,2741.0,327.2,896855.2,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-10,S,1029.0,326.45,335917.05,0.0040808750132377,1.851576203646093,-0.05226918511151981
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,3546.0,321.75,1140925.5,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,2739.0,322.52,883382.2799999999,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,1000.0,323.5,323500.0,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,2424.0,319.84,775292.1599999999,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,2085.0,320.76,668784.6,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,1300.0,321.78,418314.0,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,1000.0,322.68,322680.0,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,366.0,323.48,118393.68,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,800.0,319.74,255792.0,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,901.0,320.55,288815.55,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,700.0,321.74,225218.0,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,454.0,322.7,146505.8,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,50.0,323.67,16183.5,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,6292.0,319.83,2012370.36,0.0041220105291458,1.838571311037765,-0.09014034809261552
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-09,S,4352.0,320.67,1395555.84,0.0041220105291458,1.838571311037765,-0.09014034809261552
MA,Mastercard Foundation,TenPercentOwner,2023-11-09,S,125816.0,389.24,48972619.84,0.0005205305418132,0.958002782246551,-0.015413890231058222
MA,Mastercard Foundation,TenPercentOwner,2023-11-10,S,125817.0,389.26,48975525.42,0.0004406994664217,0.913032570439756,-0.0005126510959613181
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,727.0,316.79,230306.33,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,450.0,315.73,142078.5,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,632.0,320.66,202657.12,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,1909.0,319.85,610593.65,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,1200.0,318.57,382284.0,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,900.0,317.38,285642.0,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,1412.0,316.59,447025.08,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,1122.0,315.61,354114.42000000004,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,2264.0,320.6,725838.4,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,450.0,317.83,143023.5,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,464.0,319.08,148053.12,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,664.0,320.1,212546.4,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,150.0,320.87,48130.5,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,4004.0,316.69,1268026.76,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,2100.0,317.51,666771.0,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,2701.0,315.68,852651.68,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,2901.0,318.61,924287.61,0.004531974100147,1.7506516829502252,-0.07480154835422867
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-08,S,3959.0,319.77,1265969.43,0.004531974100147,1.7506516829502252,-0.07480154835422867
