ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
META,Clegg Nicholas,Officer,2023-05-15,S,2146.0,233.81,501756.26,0.0007087925096831441,1.635633962081353
META,Clegg Nicholas,Officer,2023-05-16,S,4575.0,235.58,1077778.5,0.0006437323298159917,1.6367268902923957
META,Newstead Jennifer,Officer,2023-05-16,S,722.0,235.58,170088.76,0.0006437323298159917,1.6367268902923957
META,Olivan Javier,Officer,2023-05-15,S,7640.0,233.81,1786308.4,0.0007087925096831441,1.635633962081353
META,LI SUSAN J,Officer,2023-05-15,S,5293.0,233.81,1237556.33,0.0007087925096831441,1.635633962081353
META,LI SUSAN J,Officer,2023-05-15,S,5350.0,233.81,1250883.5,0.0007087925096831441,1.635633962081353
META,Bosworth Andrew,Officer,2023-05-15,S,8032.0,233.81,1877961.92,0.0007087925096831441,1.635633962081353
META,Bosworth Andrew,Officer,2023-05-16,S,10923.0,235.58,2573240.3400000003,0.0006437323298159917,1.6367268902923957
MSFT,Capossela Christopher C,Officer,2023-05-16,S,5081.0,312.54,1588015.74,0.00040238166934573975,1.2730357094841267
AMZN,Selipsky Adam,Officer,2023-05-15,S,672.0,111.88,75183.36,-0.00030945751273943865,1.5946535225597394
AMZN,Selipsky Adam,Officer,2023-05-16,S,209.0,113.04,23625.36,-0.0003128021071233955,1.5923237329144586
AMZN,Selipsky Adam,Officer,2023-05-16,S,215.0,114.06,24522.9,-0.0003128021071233955,1.5923237329144586
AMZN,Selipsky Adam,Officer,2023-05-15,S,4824.0,109.84,529868.16,-0.00030945751273943865,1.5946535225597394
AMZN,Selipsky Adam,Officer,2023-05-15,S,5264.0,110.59,582145.76,-0.00030945751273943865,1.5946535225597394
AMZN,Herrington Douglas J,Officer,2023-05-15,S,400.0,111.77,44708.0,-0.00030945751273943865,1.5946535225597394
AMZN,Herrington Douglas J,Officer,2023-05-15,S,1564.0,110.7,173134.80000000002,-0.00030945751273943865,1.5946535225597394
AMZN,Herrington Douglas J,Officer,2023-05-15,S,1900.0,109.84,208696.0,-0.00030945751273943865,1.5946535225597394
MA,Mastercard Foundation,TenPercentOwner,2023-05-17,S,125816.0,381.66,48018934.56,0.0003699896369955654,1.007290412718703
MA,Mastercard Foundation,TenPercentOwner,2023-05-16,S,125816.0,379.3,47722008.8,0.0004079884188286728,1.010201897883225
JPM,BACON ASHLEY,Officer,2023-05-15,S,16766.0,135.0,2263410.0,0.0005027395163386875,0.9025483476863357
JPM,Beer Lori A,Officer,2023-05-15,S,15926.0,135.0,2150010.0,0.0005027395163386875,0.9025483476863357
JPM,Scher Peter,Officer,2023-05-15,S,1240.0,135.02,167424.80000000002,0.0005027395163386875,0.9025483476863357
JPM,Petno Douglas B,Officer,2023-05-15,S,4932.0,134.9,665326.8,0.0005027395163386875,0.9025483476863357
JPM,Erdoes Mary E.,Officer,2023-05-15,S,8119.0,134.81,1094522.39,0.0005027395163386875,0.9025483476863357
MA,Mastercard Foundation,TenPercentOwner,2023-05-11,S,125816.0,382.49,48123361.84,0.0003999148257110034,1.0187825963054185
MA,Mastercard Foundation,TenPercentOwner,2023-05-12,S,125816.0,381.15,47954768.4,0.0004287946315685748,1.017484186978695
MA,Mastercard Foundation,TenPercentOwner,2023-05-15,S,125816.0,381.85,48042839.6,0.00036305695221615174,1.0103898447736852
JPM,Pinto Daniel E,Officer,2023-05-11,S,113640.0,135.93,15447085.2,0.0004892235220771336,0.8971605834323392
JPM,Piepszak Jennifer,Officer,2023-05-11,S,1871.0,135.97,254399.87,0.0004892235220771336,0.8971605834323392
AAPL,KONDO CHRIS,Officer,2023-05-08,S,4092.0,173.26,708979.9199999999,0.0004274879771677358,1.306649973340846
META,Newstead Jennifer,Officer,2023-05-09,S,375.0,231.08,86655.0,0.0007501686842301806,1.6427271276603288
MSFT,Capossela Christopher C,Officer,2023-05-10,S,4177.0,312.91,1307025.07,0.00028265397287411005,1.2744745776126118
MSFT,Capossela Christopher C,Officer,2023-05-09,S,5000.0,308.71,1543550.0,0.00036231247874363035,1.2751818317333459
MA,Mastercard Foundation,TenPercentOwner,2023-05-10,S,125816.0,381.19,47959801.04,0.0004829909140109788,1.0122548340390667
MA,Mastercard Foundation,TenPercentOwner,2023-05-08,S,125816.0,386.28,48600204.48,0.00029896684435161186,1.0274539574542239
MA,Mastercard Foundation,TenPercentOwner,2023-05-09,S,125816.0,384.75,48407706.0,0.0004315769769710697,1.0116838849566998
MA,Malhotra Raghuvir,Officer,2023-05-05,S,3536.0,383.0,1354288.0,0.000306894565329518,1.0306392156423847
MA,Malhotra Raghuvir,Officer,2023-05-05,S,7862.0,381.0,2995422.0,0.000306894565329518,1.0306392156423847
TSLA,Kirkhorn Zachary,Officer,2023-05-04,S,3750.75,162.7,610247.0249999999,-0.0008625699239244598,1.780922634176305
MSFT,Capossela Christopher C,Officer,2023-05-05,S,5000.0,310.05,1550250.0,0.0004319712305408761,1.2733412607163859
AMZN,Selipsky Adam,Officer,2023-05-04,S,191.0,104.73,20003.43,-0.00018957795878318343,1.6222162209837574
AMZN,Selipsky Adam,Officer,2023-05-05,S,377.0,105.28,39690.56,-0.00013219882172003664,1.608381574534307
AMZN,Selipsky Adam,Officer,2023-05-04,S,329.0,104.11,34252.19,-0.00018957795878318343,1.6222162209837574
AMZN,Selipsky Adam,Officer,2023-05-05,S,123.0,104.32,12831.36,-0.00013219882172003664,1.608381574534307
MA,Murphy Timothy H,Officer,2023-05-02,S,4300.0,371.74,1598482.0,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,5096.0,372.54,1898463.84,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,2089.0,373.57,780387.73,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,3059.0,374.72,1146268.48,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,6309.0,375.77,2370732.93,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,5347.0,376.49,2013092.03,0.0001774571101013719,1.0340253063197493
MA,Murphy Timothy H,Officer,2023-05-02,S,1217.0,377.92,459928.64,0.0001774571101013719,1.0340253063197493
MA,Malhotra Raghuvir,Officer,2023-05-02,S,2502.0,377.77,945180.54,0.0001774571101013719,1.0340253063197493
META,Newstead Jennifer,Officer,2023-05-02,S,393.0,243.18,95569.74,0.0006617343641749691,1.6485318352446754
ADBE,Belsky Scott,Officer,2023-05-02,S,3000.0,374.56,1123680.0,2.0034001992085738e-05,1.4065846351952638
AMZN,Herrington Douglas J,Officer,2023-05-01,S,4000.0,105.0,420000.0,-0.0003801777379765137,1.603906024626092
MSFT,Althoff Judson,Officer,2023-05-01,S,30000.0,306.09,9182700.0,0.00048566571687345695,1.2812023497722567
V,MAHON TULLIER KELLY,Officer,2023-05-01,S,54146.0,232.55,12591652.3,0.00037853657039688143,0.8938002216282465
V,KELLY ALFRED F JR,"Director,Officer",2023-05-01,S,7500.0,232.87,1746525.0,0.00037853657039688143,0.8938002216282465
PG,Jejurikar Shailesh,Officer,2023-05-01,S,31000.0,156.03,4836930.0,-0.000282854991576968,0.4974036963809171
TSLA,Baglino Andrew D,Officer,2023-04-27,S,10500.0,152.44,1600620.0,-0.0009349959608021907,1.7021663992829457
UNH,WITTY ANDREW,"Director,Officer",2023-04-27,S,6160.0,487.49,3002938.4,-0.0001596204132171756,0.5278686531147013
V,CARNEY LLOYD,Director,2023-04-28,S,1288.0,232.97,300065.36,0.00032843336532498553,0.8973403450316652
V,PRABHU VASANT M,Officer,2023-04-28,S,40000.0,231.36,9254400.0,0.00032843336532498553,0.8973403450316652
V,PRABHU VASANT M,Officer,2023-05-01,S,13343.0,234.26,3125731.18,0.00037853657039688143,0.8938002216282465
V,PRABHU VASANT M,Officer,2023-04-27,S,19422.0,229.04,4448414.88,0.0004168368246582113,0.9054082196515609
PG,Whaley Susan Street,Officer,2023-04-26,S,2221.0,155.47,345298.87,-0.0003363467414269451,0.5075521766642787
PG,Whaley Susan Street,Officer,2023-04-26,S,2631.0,155.47,409041.57,-0.0003363467414269451,0.5075521766642787
META,Newstead Jennifer,Officer,2023-04-25,S,393.0,210.93,82895.49,0.0012939967880004062,1.6692797828067418
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,7269.0,155.77,1132292.13,-0.0003363467414269451,0.5075521766642787
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,6153.0,155.77,958452.81,-0.0003363467414269451,0.5075521766642787
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,275.0,155.5,42762.5,-0.0003363467414269451,0.5075521766642787
ADBE,WARNOCK JOHN E,Director,2023-04-26,S,3000.0,364.43,1093290.0,-0.00019875008026808383,1.391293604130568
PG,Coombe Gary A,Officer,2023-04-25,S,14337.0,157.0,2250909.0,-0.00036676808224275927,0.5073941345709817
DIS,WOODFORD BRENT,Officer,2023-04-25,S,1145.0,99.16,113538.2,-0.00044923941189074025,1.1890803864411026
UNH,McSweeney Erin,Officer,2023-04-25,S,761.0,494.8,376542.8,-0.00017990404980683172,0.5335890371165604
UNH,McSweeney Erin,Officer,2023-04-21,S,1008.0,484.58,488456.64,-0.00027572674397469225,0.5431617774708252
UNH,McSweeney Erin,Officer,2023-04-24,S,1684.0,488.46,822566.64,-0.00020109791801656507,0.53421012626601
PG,Davis Jennifer L.,Officer,2023-04-24,S,23943.0,155.27,3717629.61,-0.00037787357474834015,0.508253443295308
PG,Schulten Andre,Officer,2023-04-24,S,8024.0,155.27,1245886.48,-0.00037787357474834015,0.508253443295308
PG,Schulten Andre,Officer,2023-04-24,S,17220.0,155.27,2673749.4000000004,-0.00037787357474834015,0.508253443295308
PG,Purushothaman Balaji,Officer,2023-04-24,S,12300.0,156.33,1922859.0,-0.00037787357474834015,0.508253443295308
PG,Keith R. Alexandra,Officer,2023-04-24,S,6762.0,156.12,1055683.44,-0.00037787357474834015,0.508253443295308
PG,Keith R. Alexandra,Officer,2023-04-24,S,1507.0,155.27,233991.89,-0.00037787357474834015,0.508253443295308
ADBE,WARNOCK JOHN E,Director,2023-04-20,S,672.0,378.94,254647.68,-5.749131113290773e-05,1.3792140382877698
PG,Francisco Ma. Fatima,Officer,2023-04-24,S,8000.0,156.84,1254720.0,-0.00037787357474834015,0.508253443295308
AMZN,Selipsky Adam,Officer,2023-04-19,S,255.0,104.59,26670.45,-0.0012197508826809187,1.6669268383247977
AMZN,Selipsky Adam,Officer,2023-04-20,S,289.0,103.85,30012.65,-0.0010993615055800608,1.6669182607361137
AMZN,Selipsky Adam,Officer,2023-04-20,S,211.0,104.62,22074.82,-0.0010993615055800608,1.6669182607361137
AMZN,Selipsky Adam,Officer,2023-04-19,S,228.0,103.04,23493.120000000003,-0.0012197508826809187,1.6669268383247977
META,Newstead Jennifer,Officer,2023-04-18,S,393.0,219.94,86436.42,0.0006768099378653539,1.6835528309895642
AAPL,Maestri Luca,Officer,2023-04-13,S,69996.0,165.25,11566839.0,0.00012310344747455158,1.318836130024509
META,Newstead Jennifer,Officer,2023-04-11,S,393.0,215.84,84825.12,0.00032081735590883207,1.6724478246066796
VZ,Silliman Craig L.,Officer,2023-04-10,S,3340.0,39.21,130961.4,-0.0008872110086166833,0.4174548469636663
AAPL,Maestri Luca,Officer,2023-04-06,S,200.0,164.92,32984.0,0.0001583366859249274,1.31719933711846
META,Newstead Jennifer,Officer,2023-04-04,S,393.0,213.12,83756.16,0.00029138423078351415,1.6751577527740136
TSLA,Kirkhorn Zachary,Officer,2023-04-04,S,3750.0,197.31,739912.5,-0.001182493858222963,1.7211102515950425
AMZN,Selipsky Adam,Officer,2023-04-04,S,391.0,102.89,40229.99,-0.0012603423796394668,1.6819342967895674
AMZN,Selipsky Adam,Officer,2023-04-04,S,129.0,103.85,13396.65,-0.0012603423796394668,1.6819342967895674
AMZN,Selipsky Adam,Officer,2023-04-05,S,404.0,101.37,40953.48,-0.001171162222546536,1.6808163479998084
TSLA,Musk Kimbal,Director,2023-04-03,S,100.0,202.64,20264.0,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,2000.0,201.93,403860.0,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,3379.0,200.99,679145.2100000001,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,5800.0,200.11,1160638.0,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,600.0,198.73,119238.0,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,9588.0,197.91,1897561.08,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,9982.0,196.83,1964757.06,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,7410.0,195.64,1449692.4,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,37909.0,194.74,7382398.66,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,15186.0,193.92,2944869.12,-0.0009097688336180561,1.7218259077127982
TSLA,Musk Kimbal,Director,2023-04-03,S,8046.0,192.78,1551107.88,-0.0009097688336180561,1.7218259077127982
AMZN,Herrington Douglas J,Officer,2023-04-03,S,4000.0,102.25,409000.0,-0.0012178103254155183,1.6879112869433495
AAPL,WILLIAMS JEFFREY E,Officer,2023-04-04,S,77430.0,166.11,12861897.3,0.00011737230240306582,1.3194165729840643
AAPL,WILLIAMS JEFFREY E,Officer,2023-04-04,S,387.0,166.62,64481.94,0.00011737230240306582,1.3194165729840643
AAPL,O'BRIEN DEIRDRE,Officer,2023-04-03,S,25958.0,165.87,4305653.46,0.0001781139611356487,1.321448461254376
AAPL,O'BRIEN DEIRDRE,Officer,2023-04-03,S,17664.0,164.73,2909790.72,0.0001781139611356487,1.321448461254376
AAPL,COOK TIMOTHY D,"Director,Officer",2023-04-03,S,29449.0,165.62,4877343.38,0.0001781139611356487,1.321448461254376
AAPL,COOK TIMOTHY D,"Director,Officer",2023-04-03,S,26623.0,164.67,4384009.409999999,0.0001781139611356487,1.321448461254376
AAPL,Adams Katherine L.,Officer,2023-04-03,S,33407.0,164.71,5502466.970000001,0.0001781139611356487,1.321448461254376
AAPL,Adams Katherine L.,Officer,2023-04-03,S,38818.0,165.81,6436412.58,0.0001781139611356487,1.321448461254376
TSLA,Baglino Andrew D,Officer,2023-09-27,S,10500.0,244.32,2565360.0,-0.001773292616902862,1.7381459704157507
META,Newstead Jennifer,Officer,2023-09-26,S,670.0,297.66,199432.2,0.0026121663500539476,1.6632983388687717
AMZN,Selipsky Adam,Officer,2023-09-20,S,500.0,138.48,69240.0,-0.00020978102960111076,1.4968020739277312
AMZN,Selipsky Adam,Officer,2023-09-21,S,500.0,131.8,65900.0,-0.00020931921157189346,1.4954033444361257
META,Newstead Jennifer,Officer,2023-09-19,S,670.0,302.48,202661.6,0.002840391366373915,1.6505551275371941
MA,Bhalla Ajay,Officer,2023-09-20,S,2093.0,415.0,868595.0,0.00038480871561602395,1.0165347883190177
MA,Bhalla Ajay,Officer,2023-09-19,S,4000.0,416.96,1667840.0,0.00045158633410079225,1.0119850182506538
ADBE,Garfield Mark S.,Officer,2023-09-18,S,264.0,524.7,138520.80000000002,0.0017607147906468187,1.453375651767331
MA,Bhalla Ajay,Officer,2023-09-14,S,500.0,411.35,205675.0,0.0002627670774733969,1.0160693926934745
MA,Bhalla Ajay,Officer,2023-09-18,S,4000.0,413.88,1655520.0,0.0003845175758162325,1.008342839078101
MA,Bhalla Ajay,Officer,2023-09-14,S,1500.0,412.68,619020.0,0.0002627670774733969,1.0160693926934745
MA,Bhalla Ajay,Officer,2023-09-14,S,1415.0,413.36,584904.4,0.0002627670774733969,1.0160693926934745
MA,Bhalla Ajay,Officer,2023-09-14,S,500.0,414.73,207365.0,0.0002627670774733969,1.0160693926934745
MA,Bhalla Ajay,Officer,2023-09-14,S,85.0,418.64,35584.4,0.0002627670774733969,1.0160693926934745
MA,Bhalla Ajay,Officer,2023-09-15,S,3368.0,411.86,1387144.48,0.0003861947920997457,1.0081986937176486
MA,Bhalla Ajay,Officer,2023-09-15,S,33.0,413.59,13648.47,0.0003861947920997457,1.0081986937176486
MA,Bhalla Ajay,Officer,2023-09-15,S,533.0,415.92,221685.36,0.0003861947920997457,1.0081986937176486
MA,Bhalla Ajay,Officer,2023-09-15,S,66.0,416.87,27513.42,0.0003861947920997457,1.0081986937176486
AMZN,Zapolsky David,Officer,2023-09-14,S,42816.0,145.13,6213886.08,-0.0007281008186081788,1.5175384571420176
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,1900.0,452.23,859237.0,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,4669.0,457.26,2134946.94,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,4237.0,454.19,1924403.03,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,1300.0,453.17,589121.0,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,3594.0,458.1,1646411.4,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,800.0,458.98,367184.0,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,7968.0,455.3,3627830.4,0.0047248550845308155,2.0764150620859256
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,5216.0,456.14,2379226.24,0.0047248550845308155,2.0764150620859256
V,Taneja Rajat,Officer,2023-09-13,S,15800.0,250.01,3950158.0,0.000307251887667776,0.8458921492487003
META,Newstead Jennifer,Officer,2023-09-12,S,670.0,306.34,205247.8,0.0025420762874259375,1.6842425194011672
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,400.0,459.01,183604.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,200.0,445.58,89116.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,400.0,447.51,179004.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1000.0,448.79,448790.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,2100.0,449.93,944853.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1600.0,458.22,733152.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3900.0,452.18,1763502.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3939.0,453.18,1785076.02,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3918.0,454.19,1779516.42,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3990.0,455.12,1815928.8,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3532.0,456.44,1612146.08,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3109.0,457.38,1421994.42,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1600.0,451.13,721808.0,0.004789781539973626,2.0630077337082966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3571.0,450.84,1609949.64,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,6948.0,451.9,3139801.2,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,2500.0,449.89,1124725.0,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3764.0,448.96,1689885.44,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,200.0,446.97,89394.0,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,400.0,446.19,178476.0,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3864.0,452.94,1750160.16,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,5200.0,453.8,2359760.0,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,1841.0,454.91,837489.31,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,1400.0,455.9,638260.0,0.004753224160941657,2.0773934782947028
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,4589.0,451.25,2070786.25,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3945.0,450.13,1775762.85,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,900.0,452.98,407682.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,300.0,454.56,136368.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,100.0,456.8,45680.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,200.0,458.27,91654.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,600.0,459.63,275778.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,200.0,460.41,92082.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,49.0,461.63,22619.87,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,2304.0,449.2,1034956.8,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3200.0,448.1,1433920.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1000.0,443.92,443920.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1400.0,445.16,623224.0,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,5497.0,446.12,2452321.64,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3996.0,447.06,1786451.76,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1408.0,452.09,636542.72,0.004710218955981071,2.0715834024504023
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,4097.0,462.27,1893920.19,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,5800.0,457.8,2655240.0,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,7571.0,456.71,3457751.41,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,2226.0,455.91,1014855.66,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,1426.0,454.84,648601.84,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,600.0,453.74,272244.0,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,1100.0,459.56,505516.0,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,400.0,462.96,185184.0,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,4368.0,458.77,2003907.36,0.00462660045292244,2.074397787790842
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,2100.0,461.3,968730.0,0.00462660045292244,2.074397787790842
TSLA,Taneja Vaibhav,Officer,2023-09-05,S,4000.0,250.02,1000080.0,-0.0004911034872902689,1.666537722165191
TSLA,Taneja Vaibhav,Officer,2023-09-06,S,176.75,249.62,44120.335,-0.0006791362452551685,1.6689322975749967
TSLA,Zhu Xiaotong,Officer,2023-09-06,S,1064.75,249.62,265782.895,-0.0006791362452551685,1.6689322975749967
TSLA,Baglino Andrew D,Officer,2023-09-06,S,1317.75,249.61,328923.5775,-0.0006791362452551685,1.6689322975749967
META,Newstead Jennifer,Officer,2023-09-05,S,670.0,297.45,199291.5,0.002080087764576073,1.6782772987319086
AMZN,Selipsky Adam,Officer,2023-09-05,S,500.0,137.66,68830.0,-0.0007700934444900143,1.52215050914753
AMZN,Selipsky Adam,Officer,2023-09-06,S,500.0,136.12,68060.0,-0.0007558775434710725,1.5214638747526434
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,100.0,485.44,48544.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,2846.0,467.67,1330988.82,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,2900.0,468.66,1359114.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,7020.0,469.63,3296802.6,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,8254.0,470.57,3884084.78,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1800.0,471.46,848628.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,300.0,472.54,141762.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,200.0,473.57,94714.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,300.0,475.89,142767.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,200.0,477.95,95590.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,700.0,479.53,335671.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,568.0,480.44,272889.92,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,600.0,481.71,289026.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1400.0,482.86,676004.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,400.0,483.46,193384.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,500.0,484.74,242370.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1600.0,466.87,746992.0,0.004571213734711569,2.060603688739527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,200.0,488.24,97648.0,0.004466645747260174,2.0611763057029786
