ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2674.0,483.33,1292424.42,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,4634.0,484.41,2244755.94,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,7605.0,485.29,3690630.45,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,5575.0,486.31,2711178.25,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2600.0,487.28,1266928.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2300.0,488.38,1123274.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,1100.0,489.41,538351.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,200.0,490.62,98124.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,400.0,491.62,196648.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,600.0,492.79,295674.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,400.0,494.45,197780.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,500.0,495.63,247815.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,300.0,496.92,149076.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,100.0,497.82,49782.0,0.004478095316340693,2.0629677511265943
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,100.0,478.97,47897.0,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,1000.0,480.48,480480.0,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,1600.0,481.43,770288.0,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,3100.0,482.63,1496153.0,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5100.0,483.59,2466309.0,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,6084.0,484.58,2948184.72,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5315.0,485.61,2581017.15,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5008.0,486.64,2437093.12,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,2181.0,487.62,1063499.22,0.004466645747260174,2.0611763057029786
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,700.0,482.53,337771.0,0.004478095316340693,2.0629677511265943
TSLA,Zhu Xiaotong,Officer,2023-09-01,S,2500.0,257.23,643075.0,-0.0006500780136168159,1.6659153936716447
JPM,Friedman Stacey,Officer,2023-09-06,S,4310.0,144.86,624346.6000000001,0.001035738084749767,0.8943372380060765
AMZN,Herrington Douglas J,Officer,2023-09-01,S,4000.0,139.48,557920.0,-0.0006349872983316533,1.5183448090873997
HD,McPhail Richard V,Officer,2023-09-01,S,2000.0,332.26,664520.0,-8.188818414574597e-05,1.0646429492153662
PYPL,Scheibe Gabrielle,Officer,2023-09-05,S,213.0,63.38,13499.94,-0.0016218625029916377,1.3205864522451516
MSFT,Hogan Kathleen T,Officer,2023-09-01,S,26814.6,327.37,8778295.602,0.0005927425351839134,1.335078422741456
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,1300.0,331.24,430612.0,0.0005927425351839134,1.335078422741456
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,6264.0,329.3,2062735.2,0.0005927425351839134,1.335078422741456
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,19241.0,328.29,6316627.890000001,0.0005927425351839134,1.335078422741456
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,10104.0,327.56,3309666.24,0.0005927425351839134,1.335078422741456
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,1325.0,330.22,437541.50000000006,0.0005927425351839134,1.335078422741456
MA,SACHIN J. MEHRA,Officer,2023-09-01,S,2100.0,412.91,867111.0,0.000363803513342703,1.002316157810063
MA,SACHIN J. MEHRA,Officer,2023-09-01,S,3600.0,413.99,1490364.0,0.000363803513342703,1.002316157810063
MA,SACHIN J. MEHRA,Officer,2023-09-01,S,300.0,414.68,124404.0,0.000363803513342703,1.002316157810063
V,MCINERNEY RYAN,"Director,Officer",2023-09-01,S,8150.0,247.47,2016880.5,0.0003549946276907009,0.841825432163314
META,Newstead Jennifer,Officer,2023-08-29,S,670.0,288.45,193261.5,0.002629629267559763,1.663273077842646
MA,Vosburg Craig,Officer,2023-08-30,S,5684.0,415.0,2358860.0,0.00032867441464078627,1.0044700996578644
PG,Jejurikar Shailesh,Officer,2023-08-30,S,11522.0,154.13,1775885.86,0.00011074021110735042,0.5054678743057187
PG,Coombe Gary A,Officer,2023-08-30,S,10094.0,154.0,1554476.0,0.00011074021110735042,0.5054678743057187
PG,Keith R. Alexandra,Officer,2023-08-30,S,5309.0,153.9,817055.1,0.00011074021110735042,0.5054678743057187
TSLA,Baglino Andrew D,Officer,2023-08-28,S,10500.0,242.53,2546565.0,-0.00014390029775191067,1.6472528068423609
NVDA,STEVENS MARK A,Director,2023-08-28,S,21500.0,468.08,10063720.0,0.004248380367070784,2.0595842835601834
NVDA,STEVENS MARK A,Director,2023-08-29,S,30675.0,489.91,15027989.25,0.004350556559557514,2.055910878345199
NVDA,Kress Colette,Officer,2023-08-28,S,700.0,458.29,320803.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,100.0,469.0,46900.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,542.0,468.18,253753.56,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,600.0,467.16,280296.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,200.0,462.36,92472.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,300.0,464.93,139479.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,300.0,463.8,139140.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,600.0,455.55,273330.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,700.0,453.88,317716.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,200.0,451.57,90314.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,137.0,459.6,62965.2,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,300.0,456.58,136974.0,0.004248380367070784,2.0595842835601834
NVDA,Kress Colette,Officer,2023-08-28,S,301.0,466.24,140338.24,0.004248380367070784,2.0595842835601834
MA,Ling Hai,Officer,2023-08-29,S,13293.0,410.06,5450927.58,0.00036843403751010966,1.0023452013805456
MA,Ling Hai,Officer,2023-08-30,S,3324.0,415.0,1379460.0,0.00032867441464078627,1.0044700996578644
MA,Ling Hai,Officer,2023-08-28,S,3324.0,405.23,1346984.52,0.00043856104533553276,1.0063731267393081
PG,Purushothaman Balaji,Officer,2023-08-25,S,986.0,153.35,151203.1,7.422666010843887e-05,0.515321070914659
HD,Hourigan Timothy A.,Officer,2023-08-24,S,12120.0,325.4,3943848.0,-0.00012323502638120573,1.0662550411959049
PG,Keith R. Alexandra,Officer,2023-08-24,S,5310.0,154.0,817740.0,3.24237928077443e-06,0.5122738117996671
PG,Whaley Susan Street,Officer,2023-08-24,S,884.0,154.49,136569.16,3.24237928077443e-06,0.5122738117996671
META,Newstead Jennifer,Officer,2023-08-22,S,670.0,292.55,196008.5,0.002710655274672783,1.6548891661388698
HD,Roseborough Teresa Wynn,Officer,2023-08-22,S,6091.0,324.22,1974824.0200000005,-0.00012493958057499868,1.0710133073180643
HD,Scardino Kimberly R,Officer,2023-08-23,S,1600.0,326.69,522704.0,-3.8960370925656794e-05,1.0707872179466236
HD,Siddiqui Fahim,Officer,2023-08-23,S,475.0,326.65,155158.75,-3.8960370925656794e-05,1.0707872179466236
PG,Keith R. Alexandra,Officer,2023-08-23,S,781.0,152.82,119352.42,-6.589221638798779e-06,0.5127368959663362
AMZN,Jassy Andrew R,"Director,Officer",2023-08-21,S,8605.0,134.34,1155995.7,-0.00045627451890786134,1.507031157486607
AMZN,Jassy Andrew R,"Director,Officer",2023-08-21,S,1535.0,134.97,207178.95,-0.00045627451890786134,1.507031157486607
AMZN,Jassy Andrew R,"Director,Officer",2023-08-21,S,11793.0,133.47,1574011.71,-0.00045627451890786134,1.507031157486607
AMZN,Herrington Douglas J,Officer,2023-08-21,S,3500.0,134.28,469980.0,-0.00045627451890786134,1.507031157486607
AMZN,Herrington Douglas J,Officer,2023-08-21,S,5080.0,133.4,677672.0,-0.00045627451890786134,1.507031157486607
AMZN,Herrington Douglas J,Officer,2023-08-21,S,900.0,134.94,121446.0,-0.00045627451890786134,1.507031157486607
AMZN,Olsavsky Brian T,Officer,2023-08-21,S,16800.0,133.61,2244648.0,-0.00045627451890786134,1.507031157486607
AMZN,Zapolsky David,Officer,2023-08-21,S,2459.0,134.36,330391.24000000005,-0.00045627451890786134,1.507031157486607
AMZN,Zapolsky David,Officer,2023-08-21,S,3861.0,133.44,515211.84,-0.00045627451890786134,1.507031157486607
AMZN,Zapolsky David,Officer,2023-08-21,S,400.0,135.01,54004.0,-0.00045627451890786134,1.507031157486607
AMZN,Selipsky Adam,Officer,2023-08-21,S,2351.0,133.54,313952.54,-0.00045627451890786134,1.507031157486607
AMZN,Selipsky Adam,Officer,2023-08-22,S,500.0,135.0,67500.0,-0.0004247768678705039,1.5053034889569332
AMZN,Selipsky Adam,Officer,2023-08-21,S,1253.0,134.53,168566.09,-0.00045627451890786134,1.507031157486607
AMZN,Reynolds Shelley,Officer,2023-08-21,S,1150.0,134.32,154468.0,-0.00045627451890786134,1.507031157486607
AMZN,Reynolds Shelley,Officer,2023-08-21,S,200.0,134.95,26990.0,-0.00045627451890786134,1.507031157486607
AMZN,Reynolds Shelley,Officer,2023-08-21,S,1750.0,133.45,233537.5,-0.00045627451890786134,1.507031157486607
PG,Coombe Gary A,Officer,2023-08-18,S,8609.0,151.58,1304952.2200000002,1.5388517364552125e-05,0.5076148901696562
PG,Davis Jennifer L.,Officer,2023-08-17,S,5761.0,152.85,880568.85,0.00011499743094253874,0.5059451819543297
PG,Aguilar Moses Victor Javier,Officer,2023-08-17,S,789.0,152.85,120598.65,0.00011499743094253874,0.5059451819543297
PG,Purushothaman Balaji,Officer,2023-08-17,S,826.0,152.85,126254.1,0.00011499743094253874,0.5059451819543297
PG,Keith R. Alexandra,Officer,2023-08-17,S,668.0,152.85,102103.8,0.00011499743094253874,0.5059451819543297
PG,Keith R. Alexandra,Officer,2023-08-17,S,9063.0,152.85,1385279.55,0.00011499743094253874,0.5059451819543297
PG,Raman Sundar G.,Officer,2023-08-17,S,5736.0,152.85,876747.6,0.00011499743094253874,0.5059451819543297
PG,Francisco Ma. Fatima,Officer,2023-08-17,S,8258.0,152.85,1262235.3,0.00011499743094253874,0.5059451819543297
PG,Pritchard Marc S.,Officer,2023-08-17,S,7185.0,152.85,1098227.25,0.00011499743094253874,0.5059451819543297
PG,Whaley Susan Street,Officer,2023-08-17,S,384.0,152.85,58694.4,0.00011499743094253874,0.5059451819543297
META,Olivan Javier,Officer,2023-08-17,S,4277.0,293.0,1253161.0,0.0025883875426674185,1.6592403096698398
PG,Moeller Jon R,"Director,Officer",2023-08-17,S,19822.0,152.85,3029792.7,0.00011499743094253874,0.5059451819543297
PG,Moeller Jon R,"Director,Officer",2023-08-17,S,110.0,152.85,16813.5,0.00011499743094253874,0.5059451819543297
PG,Jejurikar Shailesh,Officer,2023-08-17,S,7871.0,152.85,1203082.35,0.00011499743094253874,0.5059451819543297
PG,Schulten Andre,Officer,2023-08-17,S,806.0,152.85,123197.1,0.00011499743094253874,0.5059451819543297
AMZN,Selipsky Adam,Officer,2023-08-15,S,2000.0,139.4,278800.0,-0.00046906847135581885,1.5150016757102758
AMZN,Selipsky Adam,Officer,2023-08-15,S,242.0,141.11,34148.62,-0.00046906847135581885,1.5150016757102758
AMZN,Selipsky Adam,Officer,2023-08-16,S,500.0,137.0,68500.0,-0.00048755631482111757,1.514253529780793
AMZN,Selipsky Adam,Officer,2023-08-15,S,5919.0,138.16,817769.04,-0.00046906847135581885,1.5150016757102758
AMZN,Selipsky Adam,Officer,2023-08-15,S,61895.0,140.04,8667775.799999999,-0.00046906847135581885,1.5150016757102758
META,Olivan Javier,Officer,2023-08-15,S,7636.0,306.19,2338066.84,0.002305531679108362,1.6648481778120334
META,Bosworth Andrew,Officer,2023-08-16,S,4885.0,298.62,1458758.7,0.002502401238714895,1.6635187752656375
META,Bosworth Andrew,Officer,2023-08-16,S,4039.0,299.37,1209155.43,0.002502401238714895,1.6635187752656375
META,Bosworth Andrew,Officer,2023-08-16,S,1998.0,300.36,600119.28,0.002502401238714895,1.6635187752656375
META,Bosworth Andrew,Officer,2023-08-15,S,8032.0,306.19,2459318.08,0.002305531679108362,1.6648481778120334
META,Clegg Nicholas,Officer,2023-08-15,S,2146.0,306.19,657083.74,0.002305531679108362,1.6648481778120334
META,Clegg Nicholas,Officer,2023-08-16,S,9974.0,300.0,2992200.0,0.002502401238714895,1.6635187752656375
META,Newstead Jennifer,Officer,2023-08-16,S,670.0,300.0,201000.0,0.002502401238714895,1.6635187752656375
META,LI SUSAN J,Officer,2023-08-15,S,5293.0,306.19,1620663.67,0.002305531679108362,1.6648481778120334
META,LI SUSAN J,Officer,2023-08-16,S,6805.0,300.17,2042656.85,0.002502401238714895,1.6635187752656375
META,LI SUSAN J,Officer,2023-08-15,S,5350.0,306.19,1638116.5,0.002305531679108362,1.6648481778120334
META,LI SUSAN J,Officer,2023-08-16,S,7959.0,298.54,2376079.8600000003,0.002502401238714895,1.6635187752656375
META,LI SUSAN J,Officer,2023-08-16,S,5006.0,299.31,1498345.86,0.002502401238714895,1.6635187752656375
AMZN,Herrington Douglas J,Officer,2023-08-15,S,3864.0,140.02,541037.28,-0.00046906847135581885,1.5150016757102758
MA,Mastercard Foundation,TenPercentOwner,2023-08-16,S,125816.0,396.88,49933854.08,0.00033561790763249664,1.0138735239913772
MA,Mastercard Foundation,TenPercentOwner,2023-08-17,S,125816.0,393.54,49513628.64,0.0003768902481879582,1.0117409840036486
MA,Mastercard Foundation,TenPercentOwner,2023-08-11,S,125816.0,395.02,49699836.32,0.00031202613373915817,1.0108045324090005
MA,Mastercard Foundation,TenPercentOwner,2023-08-15,S,125816.0,395.1,49709901.6,0.0003003316929721232,1.013907649302669
MA,Mastercard Foundation,TenPercentOwner,2023-08-14,S,125816.0,397.89,50060928.24,0.00035211720083420776,1.0152146866911236
VZ,Hammock Samantha,Officer,2023-08-11,S,12557.0,33.29,418022.53,-0.0006854989289818467,0.4817559126801237
META,Newstead Jennifer,Officer,2023-08-08,S,711.0,314.83,223844.13,0.002396903854361496,1.6715712528839346
MA,Mastercard Foundation,TenPercentOwner,2023-08-08,S,125816.0,391.39,49243124.24,0.00016770766836315184,1.00951796405422
MA,Mastercard Foundation,TenPercentOwner,2023-08-09,S,125816.0,394.03,49575278.48,0.00022115398307937965,1.0078543780011622
MA,Mastercard Foundation,TenPercentOwner,2023-08-10,S,125816.0,398.72,50165355.52,0.00021173517514408937,1.0091523183960394
PG,Francisco Ma. Fatima,Officer,2023-08-09,S,30000.0,158.01,4740300.0,0.0001232347118115821,0.5052751085369482
TSLA,Taneja Vaibhav,Officer,2023-08-04,S,4000.0,261.0,1044000.0,-0.0004639035112494253,1.596460039607961
TSLA,Kirkhorn Zachary,Officer,2023-08-04,S,3750.0,261.0,978750.0,-0.0004639035112494253,1.596460039607961
AAPL,O'BRIEN DEIRDRE,Officer,2023-08-07,S,15419.0,178.56,2753216.64,0.0003681891342125487,1.2952259594686057
AMZN,Herrington Douglas J,Officer,2023-08-04,S,50000.0,141.0,7050000.0,-0.0005729227902133011,1.5181242451972004
JPM,Friedman Stacey,Officer,2023-08-07,S,4310.0,157.16,677359.6,0.000805524706996024,0.9066492426888143
ADBE,Garfield Mark S.,Officer,2023-08-04,S,298.0,526.74,156968.52,0.00032993325729108186,1.5148958297044703
PG,Purushothaman Balaji,Officer,2023-08-03,S,12629.0,157.19,1985152.51,0.00013256528057670845,0.5027438681142803
TSLA,Zhu Xiaotong,Officer,2023-08-01,S,2500.0,266.34,665849.9999999999,-0.0004794880638895629,1.5910507535518885
META,Newstead Jennifer,Officer,2023-08-01,S,722.0,317.67,229357.74,0.0025405261456249,1.6839120036147481
DIS,Coleman Sonia L,Officer,2023-08-01,S,959.0,89.05,85398.95,-0.0009289272559176056,1.2982008150747049
AMZN,Herrington Douglas J,Officer,2023-08-01,S,4000.0,133.55,534200.0,-0.0006045485431948067,1.5225499719949493
BAC,DeMare James P,Officer,2023-08-01,S,75000.0,31.53,2364750.0,-0.0007557027356641994,1.0297933339550454
MA,SACHIN J. MEHRA,Officer,2023-08-01,S,6044.0,393.75,2379825.0,6.897571319975031e-05,1.0128111011748135
MA,SACHIN J. MEHRA,Officer,2023-08-01,S,194.0,397.16,77049.04000000001,6.897571319975031e-05,1.0128111011748135
MA,SACHIN J. MEHRA,Officer,2023-08-01,S,1200.0,396.76,476112.0,6.897571319975031e-05,1.0128111011748135
MA,SACHIN J. MEHRA,Officer,2023-08-01,S,1000.0,395.29,395290.0,6.897571319975031e-05,1.0128111011748135
MA,SACHIN J. MEHRA,Officer,2023-08-01,S,2400.0,394.2,946080.0,6.897571319975031e-05,1.0128111011748135
MA,Murphy Timothy H,Officer,2023-08-02,S,128.0,393.88,50416.64,5.672803566001725e-05,1.0133474894245602
MA,Murphy Timothy H,Officer,2023-08-02,S,300.0,393.13,117939.0,5.672803566001725e-05,1.0133474894245602
MA,Murphy Timothy H,Officer,2023-08-02,S,700.0,392.29,274603.0,5.672803566001725e-05,1.0133474894245602
MA,Murphy Timothy H,Officer,2023-08-02,S,2233.0,390.27,871472.9099999999,5.672803566001725e-05,1.0133474894245602
MA,Murphy Timothy H,Officer,2023-08-02,S,4147.0,391.25,1622513.75,5.672803566001725e-05,1.0133474894245602
MSFT,SMITH BRADFORD L,Officer,2023-08-01,S,28962.0,336.89,9757008.18,0.0006874358314623163,1.3081738251830153
MSFT,SMITH BRADFORD L,Officer,2023-08-01,S,21038.0,337.64,7103270.319999999,0.0006874358314623163,1.3081738251830153
V,MCINERNEY RYAN,"Director,Officer",2023-08-01,S,8150.0,240.0,1956000.0,0.00016640526207623943,0.8472249592073418
PG,Janzaruk Matthew W.,Officer,2023-08-01,S,13487.0,156.26,2107478.62,0.00015264061800191874,0.5099709054039419
PG,Janzaruk Matthew W.,Officer,2023-08-01,S,8018.0,156.26,1252892.68,0.00015264061800191874,0.5099709054039419
PG,Janzaruk Matthew W.,Officer,2023-08-01,S,11517.0,156.26,1799646.42,0.00015264061800191874,0.5099709054039419
PG,Francisco Ma. Fatima,Officer,2023-08-01,S,8387.0,156.87,1315668.69,0.00015264061800191874,0.5099709054039419
TSLA,Baglino Andrew D,Officer,2023-07-27,S,10500.0,268.23,2816415.0,-0.0002622700540896889,1.6169214627854307
META,Newstead Jennifer,Officer,2023-07-25,S,722.0,295.19,213127.18,0.002017844925504175,1.665686203574096
JNJ,Fasolo Peter,Officer,2023-07-25,S,20000.0,170.32,3406400.0,-0.00031056412676096825,0.3331524253931147
JNJ,Hait William,Officer,2023-07-26,S,14698.0,172.0,2528056.0,-0.0003787664804023157,0.3361912683518241
ADBE,Belsky Scott,Officer,2023-07-25,S,763.0,519.42,396317.46,0.0003463448170377759,1.5097216330321874
ADBE,Belsky Scott,Officer,2023-07-24,S,2191.0,520.0,1139320.0,7.959261321289528e-05,1.5083880458401642
AMZN,Selipsky Adam,Officer,2023-07-24,S,407.0,129.16,52568.12,-0.00027146547591320476,1.5767553891597486
AMZN,Selipsky Adam,Officer,2023-07-25,S,500.0,129.06,64530.0,-0.000252887588829103,1.5768984969677053
BAC,Athanasia Dean C,Officer,2023-07-20,S,77806.0,31.49,2450110.94,-0.0007494895830038821,1.0255296438457375
UNH,WITTY ANDREW,"Director,Officer",2023-07-19,S,4000.0,506.19,2024760.0,-0.0003734432304107765,0.4394040768948521
META,Newstead Jennifer,Officer,2023-07-18,S,722.0,310.97,224520.34000000003,0.0019053154234515938,1.6834010726778246
META,Newstead Jennifer,Officer,2023-07-11,S,722.0,293.5,211907.0,0.0019661598993314404,1.6842062938438114
V,Taneja Rajat,Officer,2023-07-11,S,22700.0,240.21,5452767.0,0.00017457206036542399,0.8286791345950871
V,MCINERNEY RYAN,"Director,Officer",2023-07-11,S,425.0,240.0,102000.0,0.00017457206036542399,0.8286791345950871
MA,Vosburg Craig,Officer,2023-07-12,S,6333.0,400.0,2533200.0,0.00028842398084399554,0.9994457183390913
TSLA,Taneja Vaibhav,Officer,2023-07-07,S,4000.0,278.36,1113440.0,-0.0010560401555651043,1.6087494792497825
AMZN,Selipsky Adam,Officer,2023-07-07,S,224.0,130.3,29187.200000000004,-0.0002507508770126066,1.5785189803509783
AMZN,Selipsky Adam,Officer,2023-07-07,S,246.0,129.09,31756.14,-0.0002507508770126066,1.5785189803509783
AMZN,Selipsky Adam,Officer,2023-07-06,S,189.0,128.52,24290.28,-0.00035947531937007433,1.5819612460161825
AMZN,Selipsky Adam,Officer,2023-07-06,S,311.0,127.95,39792.45,-0.00035947531937007433,1.5819612460161825
TSLA,Kirkhorn Zachary,Officer,2023-07-05,S,3750.0,278.7,1045125.0,-0.0011989124448795153,1.6222740614483255
V,Taneja Rajat,Officer,2023-07-05,S,2300.0,240.0,552000.0,0.00041796368453818073,0.8141386868064139
V,MCINERNEY RYAN,"Director,Officer",2023-07-05,S,24025.0,240.0,5766000.0,0.00041796368453818073,0.8141386868064139
TSLA,Zhu Xiaotong,Officer,2023-07-03,S,2500.0,276.35,690875.0,-0.0011897107852446107,1.6242024313432741
AMZN,Herrington Douglas J,Officer,2023-07-03,S,4000.0,130.93,523720.0,-8.896983771041707e-05,1.5823255377544125
META,Newstead Jennifer,Officer,2023-07-03,S,722.0,286.7,206997.4,0.0017997153475496504,1.69911374268606
